   2.0000000e+03   1.7000000e-01   3.6700000e+00   1.0000000e+00   5.4000000e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e-02   0.0000000e+00   1.2400000e+00   2.6000000e-01   1.0000000e-02   6.9000000e+00   3.2800000e+00   2.3800000e+00   6.3000000e-01   7.6000000e-01   1.0000000e-02   0.0000000e+00   8.5800000e+00
   2.0010000e+03   3.2800000e+00   2.3800000e+00   6.3000000e-01   7.6000000e-01   1.0000000e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.5000000e-01   4.6000000e-01   8.4700000e+00   3.2000000e-01   1.7000000e-01   4.6000000e-01   6.3000000e-01   0.0000000e+00   0.0000000e+00   2.9900000e+00
   2.0020000e+03   3.2000000e-01   1.7000000e-01   4.6000000e-01   6.3000000e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.1000000e-01   4.0000000e-02   3.2000000e-01   1.9800000e+00   4.2300000e+00   2.0000000e-02   4.8800000e+00   1.3600000e+00   1.4100000e+00   3.0000000e-01   0.0000000e+00   1.0620000e+01
   2.0030000e+03   2.0000000e-02   4.8800000e+00   1.3600000e+00   1.4100000e+00   3.0000000e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.0000000e-01   6.1000000e-01   9.1800000e+00   3.4000000e-01   2.8100000e+00   2.2000000e-01   6.0000000e-01   0.0000000e+00   0.0000000e+00   5.1800000e+00
   2.0040000e+03   3.4000000e-01   2.8100000e+00   2.2000000e-01   6.0000000e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.9800000e+00   3.3000000e-01   4.0100000e+00   1.3290000e+01   4.4900000e+00   5.8300000e+00   2.1200000e+00   5.9000000e-01   1.2000000e-01   2.0000000e-02   2.2490000e+01
   2.0050000e+03   4.4900000e+00   5.8300000e+00   2.1200000e+00   5.9000000e-01   1.2000000e-01   2.0000000e-02   1.0000000e-02   0.0000000e+00   1.0000000e-01   4.6000000e-01   1.2000000e-01   2.5000000e-01   1.4110000e+01   3.6000000e-01   1.1100000e+00   1.3600000e+00   8.8000000e-01   1.4100000e+00   0.0000000e+00   6.0600000e+00
   2.0060000e+03   3.6000000e-01   1.1100000e+00   1.3600000e+00   8.8000000e-01   1.4100000e+00   0.0000000e+00   4.0000000e-02   1.0000000e-02   0.0000000e+00   7.6000000e-01   1.5000000e-01   7.1000000e-01   6.7900000e+00   5.1000000e-01   1.1200000e+00   9.0000000e-02   4.6000000e-01   0.0000000e+00   0.0000000e+00   3.8500000e+00
   2.0070000e+03   5.1000000e-01   1.1200000e+00   9.0000000e-02   4.6000000e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.0000000e-02   3.7000000e-01   9.7000000e-01   8.0000000e-01   4.3700000e+00   3.3400000e+00   1.2100000e+00   2.6000000e-01   0.0000000e+00   2.3000000e-01   2.0000000e-02   7.2500000e+00
   2.0080000e+03   3.3400000e+00   1.2100000e+00   2.6000000e-01   0.0000000e+00   2.3000000e-01   2.0000000e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.8000000e-01   2.4900000e+00   3.3800000e+00   1.1110000e+01   8.0000000e-02   2.6300000e+00   1.8000000e-01   1.4000000e-01   4.0000000e-02   3.0000000e-02   9.1500000e+00
   2.0090000e+03   8.0000000e-02   2.6300000e+00   1.8000000e-01   1.4000000e-01   4.0000000e-02   3.0000000e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.2000000e-01   2.2800000e+00   5.5000000e+00   3.3800000e+00   2.2800000e+00   6.8000000e-01   1.7800000e+00   1.0000000e-02   2.0000000e-02   1.0550000e+01
   2.0100000e+03   3.3800000e+00   2.2800000e+00   6.8000000e-01   1.7800000e+00   1.0000000e-02   2.0000000e-02   2.0000000e-02   0.0000000e+00   3.0000000e-02   2.1800000e+00   8.8000000e-01   5.0000000e+00   1.6260000e+01   3.0000000e-01   2.1000000e+00   1.4600000e+00   2.6000000e-01   3.6000000e-01   3.0000000e-02   1.2620000e+01
